"Plot_pair","Plot_code","Fire_interval","Sample_year","Species","stems_ha","pres"
"Huck_Berry_2_1","Huck_Berry_2_1_short_0","Short",2021,"PIEN",0,0
"Huck_Berry_2_1","Huck_Berry_2_1_short_0","Short",2021,"POTR",0,0
"Huck_Berry_2_1","Huck_Berry_2_1_short_0","Short",2021,"PSME",0,0
"Huck_Berry_2_1","Huck_Berry_2_1_short_0","Short",2021,"Total",1400,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"ABLA",0,0
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"PIAL",0,0
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"PICO",9533.33333333333,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"PIEN",666.666666666667,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"POTR",100,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"PSME",33.3333333333333,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_long_1","Long",2021,"Total",10333.3333333333,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"ABLA",0,0
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"PIAL",0,0
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"PICO",1066.66666666667,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"PIEN",33.3333333333333,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"POTR",166.666666666667,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"PSME",266.666666666667,1
"IronMountain_Derby_1_1","IronMtn_Derby_1_1_short_0","Short",2021,"Total",1533.33333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"ABLA",0,0
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"PIAL",0,0
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"PICO",14666.6666666667,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"PIEN",33.3333333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"POTR",133.333333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"PSME",233.333333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_long_2","Long",2021,"Total",15066.6666666667,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"ABLA",0,0
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"PIAL",0,0
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"PICO",1200,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"PIEN",33.3333333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"POTR",33.3333333333333,1
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"PSME",0,0
"IronMountain_Derby_1_5","IronMtn_Derby_1_5_short_0","Short",2021,"Total",1266.66666666667,1
"Madison Junct","Madison Junct_8111","Long",2000,"ABLA",0,0
"Madison Junct","Madison Junct_8111","Long",2000,"PIAL",0,0
"Madison Junct","Madison Junct_8111","Long",2000,"PICO",49200,1
"Madison Junct","Madison Junct_8111","Long",2000,"PIEN",0,0
"Madison Junct","Madison Junct_8111","Long",2000,"POTR",0,0
"Madison Junct","Madison Junct_8111","Long",2000,"PSME",0,0
"Madison Junct","Madison Junct_8111","Long",2000,"Total",49200,1
"Madison Junct","Madison Junct_8110","Short",2000,"ABLA",0,0
"Madison Junct","Madison Junct_8110","Short",2000,"PIAL",0,0
"Madison Junct","Madison Junct_8110","Short",2000,"PICO",14825,1
"Madison Junct","Madison Junct_8110","Short",2000,"PIEN",0,0
"Madison Junct","Madison Junct_8110","Short",2000,"POTR",0,0
"Madison Junct","Madison Junct_8110","Short",2000,"PSME",0,0
"Madison Junct","Madison Junct_8110","Short",2000,"Total",14825,1
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"ABLA",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"PIAL",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"PICO",11466.6666666667,1
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"PIEN",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"POTR",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"PSME",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_long_1","Long",2021,"Total",11466.6666666667,1
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"ABLA",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"PIAL",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"PICO",3333.33333333333,1
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"PIEN",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"POTR",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"PSME",0,0
"Mystic_BearpawBay_1_1","Mystic_BearpawBay_1_1_short_0","Short",2021,"Total",3333.33333333333,1
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"ABLA",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"PIAL",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"PICO",148000,1
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"PIEN",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"POTR",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"PSME",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_long_3","Long",2021,"Total",148000,1
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"ABLA",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"PIAL",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"PICO",2066.66666666666,1
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"PIEN",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"POTR",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"PSME",0,0
"Mystic_BearpawBay_2_3","Mystic_BearpawBay_2_3_short_0","Short",2021,"Total",2066.66666666666,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"ABLA",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"PIAL",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"PICO",4733.33333333333,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"PIEN",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"POTR",266.666666666667,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"PSME",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_long_3","Long",2021,"Total",5000,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"ABLA",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"PIAL",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"PICO",3433.33333333333,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"PIEN",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"POTR",33.3333333333333,1
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"PSME",0,0
"NorthFork_Cygnet_1_1","NFork_Cygnet_1_1_short_0","Short",2021,"Total",3466.66666666667,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"ABLA",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"PIAL",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"PICO",7933.33333333333,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"PIEN",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"POTR",66.6666666666667,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"PSME",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_long_2","Long",2021,"Total",8000,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"ABLA",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"PIAL",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"PICO",4966.66666666667,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"PIEN",100,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"POTR",266.666666666667,1
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"PSME",0,0
"NorthFork_Cygnet_2_2","NFork_Cygnet_2_2_short_0","Short",2021,"Total",5333.33333333334,1
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"ABLA",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"PIAL",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"PICO",137133.333333333,1
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"PIEN",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"POTR",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"PSME",100,1
"NorthFork_Maple_4_4","NFork_Maple_4_4_long_1","Long",2021,"Total",137233.333333333,1
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"ABLA",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"PIAL",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"PICO",12233.3333333333,1
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"PIEN",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"POTR",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"PSME",0,0
"NorthFork_Maple_4_4","NFork_Maple_4_4_short_0","Short",2021,"Total",12233.3333333333,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"ABLA",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"PIAL",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"PICO",147200,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"PIEN",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"POTR",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"PSME",233.333333333333,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_long_1","Long",2021,"Total",147433.333333333,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"ABLA",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"PIAL",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"PICO",10466.6666666667,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"PIEN",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"POTR",166.666666666667,1
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"PSME",0,0
"NorthFork_Maple_6_6","NFork_Maple_6_6_short_0","Short",2021,"Total",10633.3333333334,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"ABLA",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"PIAL",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"PICO",2533.33333333334,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"PIEN",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"POTR",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"PSME",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_long_1","Long",2021,"Total",2533.33333333334,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"ABLA",66.6666666666666,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"PIAL",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"PICO",1233.33333333333,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"PIEN",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"POTR",0,0
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"PSME",33.3333333333333,1
"NorthFork_Owl_2_1","NFork_Owl_2_1_short_0","Short",2021,"Total",1333.33333333333,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"ABLA",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"PIAL",333.333333333333,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"PICO",2933.33333333334,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"PIEN",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"POTR",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"PSME",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_long_1","Long",2021,"Total",3266.66666666667,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"ABLA",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"PIAL",66.6666666666667,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"PICO",10700,1
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"PIEN",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"POTR",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"PSME",0,0
"Pelican_LeHardy_1_5","Pelican_LeHardy_1_5_short_0","Short",2021,"Total",10766.6666666667,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"ABLA",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"PIAL",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"PICO",1600,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"PIEN",100,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"POTR",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"PSME",33.3333333333333,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_long_1","Long",2021,"Total",1733.33333333334,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"ABLA",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"PIAL",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"PICO",1700,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"PIEN",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"POTR",866.666666666667,1
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"PSME",0,0
"Rathbone_BaconRind_1_5","Rathbone_BaconRind_1_5_short_0","Short",2021,"Total",2566.66666666667,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"ABLA",66.6666666666667,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"PIAL",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"PICO",533.333333333333,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"PIEN",233.333333333334,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"POTR",1200,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"PSME",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_long_3","Long",2021,"Total",2033.33333333333,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"ABLA",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"PIAL",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"PICO",500,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"PIEN",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"POTR",3000,1
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"PSME",0,0
"Waterfalls_Moran_1_1","Waterfalls_Moran_1_1_short_0","Short",2021,"Total",3500,1
"WestYell","WestYell_6291","Long",2000,"ABLA",0,0
"WestYell","WestYell_6291","Long",2000,"PIAL",0,0
"WestYell","WestYell_6291","Long",2000,"PICO",5000,1
"WestYell","WestYell_6291","Long",2000,"PIEN",0,0
"WestYell","WestYell_6291","Long",2000,"POTR",0,0
"WestYell","WestYell_6291","Long",2000,"PSME",0,0
"WestYell","WestYell_6291","Long",2000,"Total",5000,1
"WestYell","WestYell_6290","Short",2000,"ABLA",0,0
"WestYell","WestYell_6290","Short",2000,"PIAL",0,0
"WestYell","WestYell_6290","Short",2000,"PICO",275,1
"WestYell","WestYell_6290","Short",2000,"PIEN",0,0
"WestYell","WestYell_6290","Short",2000,"POTR",0,0
"WestYell","WestYell_6290","Short",2000,"PSME",0,0
"WestYell","WestYell_6290","Short",2000,"Total",275,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"ABLA",466.666666666667,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"PIAL",0,0
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"PICO",266.666666666667,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"PIEN",5666.66666666667,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"POTR",0,0
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"PSME",266.666666666666,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_long_2","Long",2021,"Total",6666.66666666667,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"ABLA",66.6666666666667,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"PIAL",0,0
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"PICO",100,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"PIEN",300,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"POTR",1533.33333333333,1
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"PSME",0,0
"Wilcox_Berry_1_1","Wilcox_Berry_1_1_short_0","Short",2021,"Total",2000,1
