"Plot_code","SF","Intersect_begin","Intersect_end","Diam_cm","Class","Position","Multi_intersect"
"Clover_LeHardy_1_1_short_0","5",49.5,49.73,17.3,3,"G","N"
"Glade_Berry_1_1_long_2","1",8.27,8.48,22.4,3,"G","N"
"Glade_Berry_1_1_long_2","1",17.45,17.71,15.8,3,"G","N"
"Glade_Berry_1_1_long_2","2",46.69,47.03,19.9,5,"G","N"
"Glade_Berry_1_1_long_2","2",47.52,47.67,15.1,5,"G","N"
"Glade_Berry_1_1_long_2","3",6.49,6.7,9.8,3,"E","N"
"Glade_Berry_1_1_long_2","3",12.42,12.59,16.2,3,"G","N"
"Glade_Berry_1_1_long_2","4",30.14,30.24,9.8,3,"E","N"
"Glade_Berry_1_1_long_2","4",34.52,34.69,12.4,3,"G","N"
"Glade_Berry_1_1_long_2","4",38.73,39.03,26.1,5,"G","N"
"Glade_Berry_1_1_long_2","4",40.93,41.19,24.5,5,"G","N"
"Glade_Berry_1_1_long_2","4",43.41,43.69,19.6,3,"E","N"
"Glade_Berry_1_1_long_2","4",44.01,44.27,22.3,3,"G","N"
"Glade_Berry_1_1_long_2","5",1.95,2.23,19.7,3,"G","N"
"Glade_Berry_1_1_long_2","5",9.07,9.29,18.7,3,"G","N"
"Glade_Berry_1_1_long_2","5",13.97,14.21,22.7,5,"G","N"
"Glade_Berry_1_1_long_2","5",14.34,14.54,18.2,3,"E","N"
"Glade_Berry_1_1_long_2","5",16.91,17.1,15.2,5,"G","N"
"Glade_Berry_1_1_short_0","1",0.73,1.2,16.6,3,"G","N"
"Glade_Berry_1_1_short_0","1",2.64,2.76,11.3,5,"G","N"
"Glade_Berry_1_1_short_0","1",4.72,4.89,13.7,3,"G","N"
"Glade_Berry_1_1_short_0","1",6.29,6.47,15.9,4,"E","N"
"Glade_Berry_1_1_short_0","1",18.93,19.05,20.1,3,"G","N"
"Glade_Berry_1_1_short_0","2",37.65,38.65,12.2,5,"G","N"
"Glade_Berry_1_1_short_0","3",0.21,0.75,24.4,3,"G","N"
"Glade_Berry_1_1_short_0","3",1.81,2.16,18.4,3,"E","N"
"Glade_Berry_1_1_short_0","3",8.87,9.08,22.1,3,"E","N"
"Glade_Berry_1_1_short_0","3",9.4,9.56,15.7,3,"G","N"
"Glade_Berry_1_1_short_0","3",18.01,18.15,10.7,5,"G","N"
"Glade_Berry_1_1_short_0","4",41.36,41.62,14.2,3,"G","N"
"Glade_Berry_4_4_long_2","1",2.82,2.95,11.4,3,"G","N"
"Glade_Berry_4_4_long_2","2",32.78,32.91,11.8,3,"G","N"
"Glade_Berry_4_4_long_2","2",34.06,34.17,10.6,3,"G","N"
"Glade_Berry_4_4_long_2","2",49.22,49.43,16.7,5,"G","N"
"Glade_Berry_4_4_long_2","3",2.74,2.86,10.6,3,"E","N"
"Glade_Berry_4_4_long_2","3",11.17,11.31,13.7,3,"E","N"
"Glade_Berry_4_4_long_2","4",36.85,37.03,15.7,3,"G","N"
"Glade_Berry_4_4_long_2","4",42.4,42.5,9.8,3,"G","N"
"Glade_Berry_4_4_long_2","4",42.97,43.17,11.2,3,"E","N"
"Glade_Berry_4_4_short_0","1",0.97,1.07,15,3,"G","N"
"Glade_Berry_4_4_short_0","1",1.85,2.17,18,5,"G","N"
"Glade_Berry_4_4_short_0","1",4.44,4.56,10.7,4,"G","N"
"Glade_Berry_4_4_short_0","1",6,6.14,9.3,4,"G","N"
"Glade_Berry_4_4_short_0","1",8.24,8.5,18.6,3,"G","N"
"Glade_Berry_4_4_short_0","1",11.3,11.44,10.8,3,"G","N"
"Glade_Berry_4_4_short_0","1",17.4,17.71,13.6,3,"G","N"
"Glade_Berry_4_4_short_0","2",34.89,35.09,15.7,3,"G","N"
"Glade_Berry_4_4_short_0","2",40.5,40.67,10.5,3,"E","N"
"Glade_Berry_4_4_short_0","2",43.49,44.52,14.2,5,"G","N"
"Glade_Berry_4_4_short_0","3",5.67,5.81,11.6,3,"G","N"
"Glade_Berry_4_4_short_0","3",10.05,10.22,15.3,3,"G","N"
"Glade_Berry_4_4_short_0","3",11.21,11.35,14.8,3,"G","N"
"Glade_Berry_4_4_short_0","3",14.09,14.23,9.7,3,"G","N"
"Glade_Berry_4_4_short_0","3",14.77,14.91,15.2,3,"G","N"
"Glade_Berry_4_4_short_0","4",30.75,30.91,11,5,"G","N"
"Glade_Berry_4_4_short_0","4",36.84,37,13.3,3,"G","N"
"Glade_Berry_4_4_short_0","4",42.09,42.23,14.3,3,"G","N"
"Glade_Berry_4_4_short_0","4",44.32,44.41,9.5,5,"G","N"
"Glade_Berry_4_4_short_0","4",45.51,45.69,11,4,"G","N"
"Glade_Berry_4_4_short_0","4",46.45,46.7,16.2,3,"G","N"
"Glade_Berry_4_4_short_0","5",1.46,1.69,12.1,4,"G","N"
"Glade_Berry_4_4_short_0","5",2.49,2.62,12.1,3,"E","N"
"Glade_Berry_4_4_short_0","5",3.03,3.32,17.1,3,"G","N"
"Glade_Berry_4_4_short_0","5",4.79,5,18.1,3,"G","N"
"Glade_Berry_4_4_short_0","5",6.07,6.35,12.2,3,"G","N"
"Glade_Berry_4_4_short_0","5",6.92,7.05,13.4,3,"G","N"
"Glade_Berry_4_4_short_0","5",12.31,12.39,8.9,3,"G","N"
"Glade_Berry_4_4_short_0","5",14.35,14.73,17.1,4,"G","Y"
"Glade_Berry_4_4_short_0","5",14.35,NA,9.1,3,"E","Y"
"Glade_Berry_4_4_short_0","5",16.76,16.87,10.4,4,"G","N"
"Glade_Berry_4_4_short_0","5",18.36,18.47,9.3,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","1",9.07,9.29,16.2,4,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",10.1,10.33,19.7,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",11.51,11.64,11.4,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",14.02,14.16,11.4,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","1",15.22,15.34,8.2,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",17.83,17.98,13.4,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",18.43,18.71,20.9,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","1",19.3,19.81,23.9,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","2",31.15,31.25,9,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","2",31.5,31.69,18.2,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","2",35.46,35.7,20.3,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","2",36.8,36.95,13.3,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","2",40.84,41.4,17.4,3,"E","Y"
"Hellroaring_Buffalo_3_2_long_1","2",40.84,NA,13.3,3,"E","Y"
"Hellroaring_Buffalo_3_2_long_1","2",40.84,NA,17.2,3,"E","Y"
"Hellroaring_Buffalo_3_2_long_1","2",44.09,44.25,12.3,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","2",47.14,47.4,19.5,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","3",3.35,3.55,19.4,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","3",3.59,4.02,27.9,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","3",9.39,9.48,8.2,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","3",11.84,11.98,10.3,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","3",19.14,19.35,17.8,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","4",32.83,33.04,20.3,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","4",35.93,36.26,26,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","4",36.4,36.65,20.4,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","4",38.06,38.35,18.8,5,"E","N"
"Hellroaring_Buffalo_3_2_long_1","4",45.45,45.74,26.8,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","4",48.41,48.62,18.6,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","5",3.85,4.2,24.1,4,"G","N"
"Hellroaring_Buffalo_3_2_long_1","5",5.55,5.73,14.1,4,"G","N"
"Hellroaring_Buffalo_3_2_long_1","5",7,7.35,22.1,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","5",7.7,8.81,9,3,"E","Y"
"Hellroaring_Buffalo_3_2_long_1","5",7.7,NA,27.1,3,"G","Y"
"Hellroaring_Buffalo_3_2_long_1","5",10.8,10.93,11.3,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","5",11.12,11.25,20.3,3,"G","N"
"Hellroaring_Buffalo_3_2_long_1","5",13.17,13.31,12.1,3,"E","N"
"Hellroaring_Buffalo_3_2_long_1","5",17.35,17.75,30.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","1",4.39,4.61,8,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","1",4.39,NA,22.1,4,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","1",5.55,6.82,26.3,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","1",7.27,7.4,8.7,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","1",7.9,8.09,11.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","1",9.72,10.03,18.2,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","1",9.72,NA,19.9,3,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","1",16.89,16.97,8.1,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","1",17.19,17.47,21.6,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","1",17.19,NA,8.3,3,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","2",30.32,30.47,13.2,4,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",31.32,31.43,11.3,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",32.67,32.79,10.4,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",33.85,34.12,17.4,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","2",33.85,NA,12.1,3,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","2",35.6,35.92,18.3,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","2",36.91,37.11,12.1,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","2",37.55,37.83,21.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",39.86,39.92,11.1,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",40.13,40.65,21.7,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","2",41.29,41.44,8.3,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",44.45,44.56,12.3,5,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",46.69,46.83,16.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","2",47.2,48.73,27.3,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","2",47.2,NA,11.7,3,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","2",47.2,NA,29.3,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","2",49.33,49.5,13.1,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","3",0.68,1.49,24,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","3",5.88,6.09,19,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","3",8.26,9.07,18.5,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","3",8.26,NA,8.7,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","3",8.26,NA,21.4,3,"G","Y"
"Hellroaring_Buffalo_3_2_short_0","3",8.26,NA,16.2,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","3",10.64,10.95,22.9,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","3",14.27,14.44,10.6,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","3",14.96,15.18,11.1,5,"G","N"
"Hellroaring_Buffalo_3_2_short_0","3",17.94,18.05,8.6,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","3",18.4,18.66,19.7,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","3",19.09,19.25,12.8,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","4",30.16,30.54,15.6,5,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",31.45,31.54,8.2,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",34.8,35.06,14.8,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",35.55,35.67,11.1,4,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",36.34,36.61,14.7,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",38.83,39.06,20.3,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","4",39.6,39.76,13.4,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",40.39,40.56,18,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","4",41.3,41.52,21.6,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",41.94,42.1,16.4,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",45.7,45.91,17.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",46.48,46.69,11.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","4",48.5,48.62,9.6,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",7.66,8.08,14.9,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","5",7.66,NA,24.6,3,"E","Y"
"Hellroaring_Buffalo_3_2_short_0","5",9.81,9.94,13.2,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",10.41,10.86,26.3,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","5",12.35,12.5,9.6,3,"E","N"
"Hellroaring_Buffalo_3_2_short_0","5",12.83,12.95,12.8,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",13.13,13.32,18.6,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",14.46,14.63,13.5,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",15.02,15.3,20.1,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",15.96,16.12,15.1,3,"G","N"
"Hellroaring_Buffalo_3_2_short_0","5",17.36,17.54,18,4,"G","N"
"Huck_Berry_1_2_long_2","1",1.88,2.01,12.8,5,"G","N"
"Huck_Berry_1_2_long_2","1",7.09,7.21,10.1,4,"G","N"
"Huck_Berry_1_2_long_2","1",13.28,13.61,36,5,"G","N"
"Huck_Berry_1_2_long_2","1",16.26,16.39,8.9,3,"E","N"
"Huck_Berry_1_2_long_2","1",19.69,19.84,9.5,3,"E","N"
"Huck_Berry_1_2_long_2","2",38.93,39.34,26.2,5,"G","Y"
"Huck_Berry_1_2_long_2","2",38.93,NA,17.2,3,"E","Y"
"Huck_Berry_1_2_long_2","2",45.64,45.85,19.2,3,"E","N"
"Huck_Berry_1_2_long_2","2",47.79,48.22,19.6,4,"G","N"
"Huck_Berry_1_2_long_2","3",10.69,10.9,17.2,3,"G","N"
"Huck_Berry_1_2_long_2","3",11.74,12.05,33.6,5,"G","N"
"Huck_Berry_1_2_long_2","3",18.94,19.23,30.2,3,"G","N"
"Huck_Berry_1_2_long_2","4",34.81,35.26,15.9,3,"G","N"
"Huck_Berry_1_2_long_2","4",39.08,39.26,14.8,3,"E","N"
"Huck_Berry_1_2_long_2","4",41.73,41.96,21.7,3,"E","N"
"Huck_Berry_1_2_long_2","4",44.79,45.77,34.1,5,"G","Y"
"Huck_Berry_1_2_long_2","4",44.79,NA,8.8,3,"E","Y"
"Huck_Berry_1_2_long_2","4",47.02,47.14,9.2,3,"G","N"
"Huck_Berry_1_2_long_2","4",48.29,48.47,8.2,4,"G","N"
"Huck_Berry_1_2_long_2","4",49.61,49.8,11.4,4,"G","N"
"Huck_Berry_1_2_long_2","5",0.93,1.05,12.3,3,"E","N"
"Huck_Berry_1_2_long_2","5",2.41,2.5,8.3,3,"G","N"
"Huck_Berry_1_2_long_2","5",9.37,9.53,10.9,5,"G","N"
"Huck_Berry_1_2_long_2","5",14.3,14.42,10.8,5,"G","N"
"Huck_Berry_1_2_short_0","1",1.41,1.58,13,4,"G","N"
"Huck_Berry_1_2_short_0","1",1.67,1.83,8.6,4,"G","N"
"Huck_Berry_1_2_short_0","1",5.36,6.01,7.8,3,"E","N"
"Huck_Berry_1_2_short_0","1",8.29,8.91,9.3,5,"G","N"
"Huck_Berry_1_2_short_0","1",10.9,11.05,11.2,3,"G","N"
"Huck_Berry_1_2_short_0","1",12.8,12.98,15.1,3,"G","N"
"Huck_Berry_1_2_short_0","1",18.4,18.55,16.4,3,"E","N"
"Huck_Berry_1_2_short_0","2",30.73,31.57,18.6,4,"G","N"
"Huck_Berry_1_2_short_0","2",32.84,33.04,17.8,4,"G","N"
"Huck_Berry_1_2_short_0","2",37.55,38.02,18.1,4,"G","N"
"Huck_Berry_1_2_short_0","2",38.45,38.85,13.3,3,"E","N"
"Huck_Berry_1_2_short_0","2",39.57,39.7,11,4,"G","N"
"Huck_Berry_1_2_short_0","2",40,40.21,20.2,3,"G","N"
"Huck_Berry_1_2_short_0","2",40.31,40.45,10.3,5,"G","N"
"Huck_Berry_1_2_short_0","2",43.26,43.62,12.9,3,"E","Y"
"Huck_Berry_1_2_short_0","2",43.26,NA,9.2,3,"G","Y"
"Huck_Berry_1_2_short_0","2",44.24,44.41,14.1,3,"G","N"
"Huck_Berry_1_2_short_0","2",47.81,48.89,10.7,3,"E","Y"
"Huck_Berry_1_2_short_0","2",47.81,NA,11.3,3,"E","Y"
"Huck_Berry_1_2_short_0","2",47.81,NA,21.6,5,"G","Y"
"Huck_Berry_1_2_short_0","3",1.04,1.33,24.9,4,"G","N"
"Huck_Berry_1_2_short_0","3",4.31,4.67,26,4,"G","N"
"Huck_Berry_1_2_short_0","3",13.22,13.35,9.8,3,"G","N"
"Huck_Berry_1_2_short_0","4",31.32,31.51,8,3,"E","Y"
"Huck_Berry_1_2_short_0","4",31.32,NA,8.4,3,"G","Y"
"Huck_Berry_1_2_short_0","4",32.45,32.55,7.9,3,"E","N"
"Huck_Berry_1_2_short_0","4",34.72,34.91,16.4,4,"G","N"
"Huck_Berry_1_2_short_0","4",39.77,39.87,9.4,4,"G","N"
"Huck_Berry_1_2_short_0","4",40.95,41.19,19.8,3,"G","N"
"Huck_Berry_1_2_short_0","4",43.18,43.31,10.3,5,"G","N"
"Huck_Berry_1_2_short_0","4",46.46,46.54,10,5,"G","N"
"Huck_Berry_1_2_short_0","5",1.84,1.99,13.8,4,"G","N"
"Huck_Berry_1_2_short_0","5",13.55,13.96,21.3,3,"E","Y"
"Huck_Berry_1_2_short_0","5",13.55,NA,8.5,3,"G","Y"
"Huck_Berry_2_1_long_1","1",2.57,2.68,9.9,3,"G","N"
"Huck_Berry_2_1_long_1","1",6.92,7.04,7.7,3,"G","N"
"Huck_Berry_2_1_long_1","1",18.98,19.36,7.9,3,"E","N"
"Huck_Berry_2_1_long_1","2",34.49,34.65,14.4,3,"G","N"
"Huck_Berry_2_1_long_1","2",37.85,38.08,14.8,4,"G","N"
"Huck_Berry_2_1_long_1","2",38.09,38.3,20,5,"G","N"
"Huck_Berry_2_1_long_1","2",40.83,40.92,8.6,3,"G","N"
"Huck_Berry_2_1_long_1","2",48.2,48.29,8.5,3,"E","N"
"Huck_Berry_2_1_long_1","3",8.32,8.44,9.9,3,"E","N"
"Huck_Berry_2_1_long_1","3",11.87,12.01,7.8,3,"G","N"
"Huck_Berry_2_1_long_1","5",0.32,0.42,9,4,"E","N"
"Huck_Berry_2_1_long_1","5",2.2,2.39,16,3,"G","N"
"Huck_Berry_2_1_long_1","5",3.66,3.75,7.9,3,"G","N"
"Huck_Berry_2_1_long_1","5",11.26,11.41,12,3,"G","N"
"Huck_Berry_2_1_long_1","5",17.68,17.8,9.2,3,"G","N"
"Huck_Berry_2_1_short_0","1",36.63,36.8,15,3,"G","N"
"Huck_Berry_2_1_short_0","1",41.37,41.66,19.1,4,"G","N"
"Huck_Berry_2_1_short_0","2",6.3,6.49,16.4,3,"G","N"
"Huck_Berry_2_1_short_0","2",19.51,19.71,18.3,4,"G","N"
"Huck_Berry_2_1_short_0","3",0.61,0.93,14.3,4,"G","N"
"Huck_Berry_2_1_short_0","3",3.95,4.13,14.9,4,"G","N"
"Huck_Berry_2_1_short_0","3",4.59,4.73,10.5,3,"E","N"
"Huck_Berry_2_1_short_0","3",6.09,6.66,20,5,"G","Y"
"Huck_Berry_2_1_short_0","3",6.09,NA,16.4,3,"G","Y"
"Huck_Berry_2_1_short_0","3",7.3,7.52,19.5,4,"E","N"
"Huck_Berry_2_1_short_0","3",8.05,8.15,8.2,3,"G","N"
"Huck_Berry_2_1_short_0","3",10.68,10.79,7.9,4,"G","N"
"Huck_Berry_2_1_short_0","3",12.68,12.96,13.4,3,"G","N"
"Huck_Berry_2_1_short_0","3",13.96,14.1,12.8,4,"G","N"
"Huck_Berry_2_1_short_0","3",14.9,15.07,12,3,"G","N"
"Huck_Berry_2_1_short_0","4",31.09,31.22,13.7,3,"G","N"
"Huck_Berry_2_1_short_0","4",35.93,36.04,10.5,5,"G","N"
"Huck_Berry_2_1_short_0","5",0.63,0.85,21.1,3,"G","N"
"Huck_Berry_2_1_short_0","5",1.01,1.19,13.9,5,"G","N"
"Huck_Berry_2_1_short_0","5",1.39,1.61,15.2,4,"G","N"
"Huck_Berry_2_1_short_0","5",2.77,2.96,19.4,4,"G","N"
"Huck_Berry_2_1_short_0","5",5.05,5.19,12.5,4,"G","N"
"Huck_Berry_2_1_short_0","5",5.54,5.71,15.6,5,"G","N"
"Huck_Berry_2_1_short_0","5",7.79,8.09,25.7,5,"G","N"
"Huck_Berry_2_1_short_0","5",9.98,10.17,11.4,5,"G","N"
"Huck_Berry_2_1_short_0","5",11.01,11.19,18.1,5,"G","N"
"Huck_Berry_2_1_short_0","5",16.69,16.86,12.2,4,"G","N"
"IronMtn_Derby_1_1_long_1","1",5.14,5.45,21.9,3,"E","N"
"IronMtn_Derby_1_1_long_1","1",6.79,7.14,14.8,5,"G","N"
"IronMtn_Derby_1_1_long_1","1",10.77,11.08,20.9,3,"E","N"
"IronMtn_Derby_1_1_long_1","1",11.51,12.02,22,3,"G","Y"
"IronMtn_Derby_1_1_long_1","1",11.51,NA,8,3,"E","Y"
"IronMtn_Derby_1_1_long_1","1",13.38,13.87,22.8,3,"E","N"
"IronMtn_Derby_1_1_long_1","1",15.78,16.03,18.6,4,"E","N"
"IronMtn_Derby_1_1_long_1","1",17.33,17.5,8.1,3,"E","N"
"IronMtn_Derby_1_1_long_1","2",32.96,33.3,10.8,3,"E","N"
"IronMtn_Derby_1_1_long_1","2",38.55,38.72,11.3,3,"E","Y"
"IronMtn_Derby_1_1_long_1","2",38.55,NA,13.2,5,"G","Y"
"IronMtn_Derby_1_1_long_1","2",39.45,39.62,14.1,3,"E","N"
"IronMtn_Derby_1_1_long_1","2",43.31,43.62,20.6,3,"G","N"
"IronMtn_Derby_1_1_long_1","3",0.18,0.36,8.3,3,"E","N"
"IronMtn_Derby_1_1_long_1","3",0.92,1.4,17.4,5,"G","N"
"IronMtn_Derby_1_1_long_1","3",4.52,4.69,10.3,3,"E","N"
"IronMtn_Derby_1_1_long_1","3",7.2,7.54,8.1,3,"E","Y"
"IronMtn_Derby_1_1_long_1","3",7.2,NA,21.5,4,"G","Y"
"IronMtn_Derby_1_1_long_1","3",11.87,12.1,26,4,"G","N"
"IronMtn_Derby_1_1_long_1","3",12.1,12.83,30.5,3,"E","N"
"IronMtn_Derby_1_1_long_1","3",15.15,15.46,8.2,3,"G","N"
"IronMtn_Derby_1_1_long_1","3",15.71,15.9,10.7,3,"E","N"
"IronMtn_Derby_1_1_long_1","3",19.26,19.59,23.5,4,"G","N"
"IronMtn_Derby_1_1_long_1","3",19.69,20,24,3,"E","Y"
"IronMtn_Derby_1_1_long_1","3",19.69,NA,25,4,"G","Y"
"IronMtn_Derby_1_1_long_1","4",36.45,36.69,15.3,4,"G","N"
"IronMtn_Derby_1_1_long_1","4",37.87,38.03,12.9,3,"E","N"
"IronMtn_Derby_1_1_long_1","4",38.25,38.45,17.7,3,"E","N"
"IronMtn_Derby_1_1_long_1","4",47.89,48.08,16.3,3,"G","N"
"IronMtn_Derby_1_1_long_1","5",1.2,1.32,8,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",3.85,4,15.7,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",4.02,4.25,22.3,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",5.8,5.99,18.3,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",6.12,6.29,13.3,3,"E","N"
"IronMtn_Derby_1_1_long_1","5",6.45,6.63,19.1,3,"E","N"
"IronMtn_Derby_1_1_long_1","5",7.63,7.98,13,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",10.29,10.68,23.7,3,"E","N"
"IronMtn_Derby_1_1_long_1","5",13.15,13.27,8.7,3,"E","N"
"IronMtn_Derby_1_1_long_1","5",15.93,16.08,15,5,"G","N"
"IronMtn_Derby_1_1_long_1","5",17.51,17.73,20.9,3,"E","N"
"IronMtn_Derby_1_1_short_0","1",1.06,1.27,15.9,5,"G","N"
"IronMtn_Derby_1_1_short_0","1",3.4,3.73,20.6,3,"E","N"
"IronMtn_Derby_1_1_short_0","1",5.58,5.75,12.5,3,"G","N"
"IronMtn_Derby_1_1_short_0","1",8.61,8.89,19.5,3,"G","N"
"IronMtn_Derby_1_1_short_0","1",13.71,14.15,21.2,3,"E","N"
"IronMtn_Derby_1_1_short_0","1",18.44,18.62,18.7,3,"G","N"
"IronMtn_Derby_1_1_short_0","1",19.28,19.61,21.2,3,"G","N"
