"Plot_code","SF","Nbr","Litter_cm","Duff_cm"
"NFork_Cygnet_2_2_long_2","2","1",0.4,1.1
"NFork_Cygnet_2_2_long_2","2","2",0.7,0
"NFork_Cygnet_2_2_long_2","2","3",0.3,0
"NFork_Cygnet_2_2_long_2","3","1",1.2,1.1
"NFork_Cygnet_2_2_long_2","3","2",0,0
"NFork_Cygnet_2_2_long_2","3","3",1.5,5.9
"NFork_Cygnet_2_2_long_2","4","1",0,0
"NFork_Cygnet_2_2_long_2","4","2",0,0.8
"NFork_Cygnet_2_2_long_2","4","3",0,0
"NFork_Cygnet_2_2_long_2","5","1",0,0
"NFork_Cygnet_2_2_long_2","5","2",0,0
"NFork_Cygnet_2_2_long_2","5","3",0,0
"NFork_Owl_2_1_short_0","1","1",0,0
"NFork_Owl_2_1_short_0","1","2",5.2,4.9
"NFork_Owl_2_1_short_0","1","3",0,0
"NFork_Owl_2_1_short_0","2","1",0.1,1.4
"NFork_Owl_2_1_short_0","2","2",0,0
"NFork_Owl_2_1_short_0","2","3",0,0
"NFork_Owl_2_1_short_0","3","1",0,0
"NFork_Owl_2_1_short_0","3","2",0,0
"NFork_Owl_2_1_short_0","3","3",0.1,0
"NFork_Owl_2_1_short_0","4","1",0,0
"NFork_Owl_2_1_short_0","4","2",0.4,0.7
"NFork_Owl_2_1_short_0","4","3",0,0
"NFork_Owl_2_1_short_0","5","1",0.4,3.2
"NFork_Owl_2_1_short_0","5","2",0,2.4
"NFork_Owl_2_1_short_0","5","3",0,0
"NFork_Owl_2_1_long_1","1","1",0,0.4
"NFork_Owl_2_1_long_1","1","2",1,1.9
"NFork_Owl_2_1_long_1","1","3",2.6,1.7
"NFork_Owl_2_1_long_1","2","1",0,0
"NFork_Owl_2_1_long_1","2","2",0.3,0.2
"NFork_Owl_2_1_long_1","2","3",0.6,1.4
"NFork_Owl_2_1_long_1","3","1",0,0
"NFork_Owl_2_1_long_1","3","2",0.2,0
"NFork_Owl_2_1_long_1","3","3",0,0
"NFork_Owl_2_1_long_1","4","1",1.9,2.3
"NFork_Owl_2_1_long_1","4","2",0.8,0.3
"NFork_Owl_2_1_long_1","4","3",0,0
"NFork_Owl_2_1_long_1","5","1",1.2,2.5
"NFork_Owl_2_1_long_1","5","2",0.8,1.6
"NFork_Owl_2_1_long_1","5","3",2.4,1.7
"Clover_LeHardy_1_1_short_0","1","1",0.5,0
"Clover_LeHardy_1_1_short_0","1","2",1.1,0
"Clover_LeHardy_1_1_short_0","1","3",0.2,0.8
"Clover_LeHardy_1_1_short_0","2","1",0,0
"Clover_LeHardy_1_1_short_0","2","2",0.1,0
"Clover_LeHardy_1_1_short_0","2","3",0.1,0
"Clover_LeHardy_1_1_short_0","3","1",0,0
"Clover_LeHardy_1_1_short_0","3","2",0,0
"Clover_LeHardy_1_1_short_0","3","3",0,0
"Clover_LeHardy_1_1_short_0","4","1",0.1,0
"Clover_LeHardy_1_1_short_0","4","2",0,0
"Clover_LeHardy_1_1_short_0","4","3",0,0
"Clover_LeHardy_1_1_short_0","5","1",0,0
"Clover_LeHardy_1_1_short_0","5","2",0,0
"Clover_LeHardy_1_1_short_0","5","3",0,0
"Clover_LeHardy_1_1_long_2","1","1",0.1,0
"Clover_LeHardy_1_1_long_2","1","2",0,0
"Clover_LeHardy_1_1_long_2","1","3",0,0
"Clover_LeHardy_1_1_long_2","2","1",0,0
"Clover_LeHardy_1_1_long_2","2","2",0,0
"Clover_LeHardy_1_1_long_2","2","3",0.4,0
"Clover_LeHardy_1_1_long_2","3","1",0,0
"Clover_LeHardy_1_1_long_2","3","2",0.2,0
"Clover_LeHardy_1_1_long_2","3","3",0.8,1.2
"Clover_LeHardy_1_1_long_2","4","1",0,0
"Clover_LeHardy_1_1_long_2","4","2",0,0
"Clover_LeHardy_1_1_long_2","4","3",0.3,0
"Clover_LeHardy_1_1_long_2","5","1",0,0
"Clover_LeHardy_1_1_long_2","5","2",0.2,3.2
"Clover_LeHardy_1_1_long_2","5","3",0,0
"Clover_Dewdrop_2_3_short_0","1","1",0,0
"Clover_Dewdrop_2_3_short_0","1","2",0,0
"Clover_Dewdrop_2_3_short_0","1","3",0,0
"Clover_Dewdrop_2_3_short_0","2","1",0,0
"Clover_Dewdrop_2_3_short_0","2","2",0.1,0
"Clover_Dewdrop_2_3_short_0","2","3",0.2,0
"Clover_Dewdrop_2_3_short_0","3","1",0,0
"Clover_Dewdrop_2_3_short_0","3","2",0.1,0
"Clover_Dewdrop_2_3_short_0","3","3",0,0
"Clover_Dewdrop_2_3_short_0","4","1",0.3,0
"Clover_Dewdrop_2_3_short_0","4","2",0,0
"Clover_Dewdrop_2_3_short_0","4","3",0,0
"Clover_Dewdrop_2_3_short_0","5","1",0,0
"Clover_Dewdrop_2_3_short_0","5","2",0.1,0
"Clover_Dewdrop_2_3_short_0","5","3",0,0
"Clover_Dewdrop_2_3_long_1","1","1",0,0
"Clover_Dewdrop_2_3_long_1","1","2",0,0
"Clover_Dewdrop_2_3_long_1","1","3",0,0
"Clover_Dewdrop_2_3_long_1","2","1",0,0
"Clover_Dewdrop_2_3_long_1","2","2",0,0
"Clover_Dewdrop_2_3_long_1","2","3",0,0
"Clover_Dewdrop_2_3_long_1","3","1",0.1,0
"Clover_Dewdrop_2_3_long_1","3","2",0,0
"Clover_Dewdrop_2_3_long_1","3","3",0,0
"Clover_Dewdrop_2_3_long_1","4","1",0.2,0
"Clover_Dewdrop_2_3_long_1","4","2",1.3,0
"Clover_Dewdrop_2_3_long_1","4","3",0,0
"Clover_Dewdrop_2_3_long_1","5","1",0,0
"Clover_Dewdrop_2_3_long_1","5","2",0,0
"Clover_Dewdrop_2_3_long_1","5","3",0.1,0
"Astringent_Tern_1_2_short_0","1","1",0.4,0.6
"Astringent_Tern_1_2_short_0","1","2",0,0
"Astringent_Tern_1_2_short_0","1","3",0.8,1.2
"Astringent_Tern_1_2_short_0","2","1",0.2,0
"Astringent_Tern_1_2_short_0","2","2",0.5,1.2
"Astringent_Tern_1_2_short_0","2","3",0,0
"Astringent_Tern_1_2_short_0","3","1",0,0
"Astringent_Tern_1_2_short_0","3","2",0,0
"Astringent_Tern_1_2_short_0","3","3",0.5,1.1
"Astringent_Tern_1_2_short_0","4","1",0,0
"Astringent_Tern_1_2_short_0","4","2",0,0
"Astringent_Tern_1_2_short_0","4","3",0,0
"Astringent_Tern_1_2_short_0","5","1",0,0
"Astringent_Tern_1_2_short_0","5","2",0.4,1.4
"Astringent_Tern_1_2_short_0","5","3",0,0
"Astringent_Tern_1_2_long_2","1","1",0,0.4
"Astringent_Tern_1_2_long_2","1","2",0.3,1.8
"Astringent_Tern_1_2_long_2","1","3",1.9,0
"Astringent_Tern_1_2_long_2","2","1",0.1,0
"Astringent_Tern_1_2_long_2","2","2",0,1.7
"Astringent_Tern_1_2_long_2","2","3",5.1,5.8
"Astringent_Tern_1_2_long_2","3","1",1.2,3.5
"Astringent_Tern_1_2_long_2","3","2",1.6,3.4
"Astringent_Tern_1_2_long_2","3","3",2.9,0
"Astringent_Tern_1_2_long_2","4","1",2.4,1.7
"Astringent_Tern_1_2_long_2","4","2",0,2.5
"Astringent_Tern_1_2_long_2","4","3",1.6,5.6
"Astringent_Tern_1_2_long_2","5","1",0,0
"Astringent_Tern_1_2_long_2","5","2",0.2,4.4
"Astringent_Tern_1_2_long_2","5","3",0,0
"Clover_East_1_1_short_0","1","1",0.3,0
"Clover_East_1_1_short_0","1","2",0,0
"Clover_East_1_1_short_0","1","3",0,0
"Clover_East_1_1_short_0","2","1",3.7,0
"Clover_East_1_1_short_0","2","2",0.5,0
"Clover_East_1_1_short_0","2","3",1.2,0
"Clover_East_1_1_short_0","3","1",0,0
"Clover_East_1_1_short_0","3","2",0,0
"Clover_East_1_1_short_0","3","3",0,0
"Clover_East_1_1_short_0","4","1",0,0
"Clover_East_1_1_short_0","4","2",0,0
"Clover_East_1_1_short_0","4","3",0,0
"Clover_East_1_1_short_0","5","1",0,0
"Clover_East_1_1_short_0","5","2",0.2,0
"Clover_East_1_1_short_0","5","3",0,0
"Clover_East_1_1_long_1","1","1",0,0
"Clover_East_1_1_long_1","1","2",1.6,3.8
"Clover_East_1_1_long_1","1","3",0,0
"Clover_East_1_1_long_1","2","1",1.8,5.3
"Clover_East_1_1_long_1","2","2",1.7,0
"Clover_East_1_1_long_1","2","3",3,5.6
"Clover_East_1_1_long_1","3","1",2.1,0
"Clover_East_1_1_long_1","3","2",0,0
"Clover_East_1_1_long_1","3","3",2.9,3.3
"Clover_East_1_1_long_1","4","1",3.1,5.9
"Clover_East_1_1_long_1","4","2",0,0
"Clover_East_1_1_long_1","4","3",0.7,0
"Clover_East_1_1_long_1","5","1",3.3,0
"Clover_East_1_1_long_1","5","2",0.7,4.1
"Rathbone_BaconRind_1_5_short_0","1","1",0,0.3
"Rathbone_BaconRind_1_5_short_0","1","2",0,0
"Rathbone_BaconRind_1_5_short_0","1","3",1.2,2.1
"Rathbone_BaconRind_1_5_short_0","2","1",0,0
"Rathbone_BaconRind_1_5_short_0","2","2",0,0
"Rathbone_BaconRind_1_5_short_0","2","3",0,0
"Rathbone_BaconRind_1_5_short_0","3","1",0.1,0
"Rathbone_BaconRind_1_5_short_0","3","2",0,0
"Rathbone_BaconRind_1_5_short_0","3","3",0.3,1.1
"Rathbone_BaconRind_1_5_short_0","4","1",0,2.9
"Rathbone_BaconRind_1_5_short_0","4","2",0,0
"Rathbone_BaconRind_1_5_short_0","4","3",0,0
"Rathbone_BaconRind_1_5_short_0","5","1",0,0
"Rathbone_BaconRind_1_5_short_0","5","2",0,0
"Rathbone_BaconRind_1_5_short_0","5","3",0,0
"Rathbone_BaconRind_1_5_long_1","1","1",0.1,0.4
"Rathbone_BaconRind_1_5_long_1","1","2",0.3,0.6
"Rathbone_BaconRind_1_5_long_1","1","3",0.1,3.9
"Rathbone_BaconRind_1_5_long_1","2","1",0,0
"Rathbone_BaconRind_1_5_long_1","2","2",0,0
"Rathbone_BaconRind_1_5_long_1","2","3",0,0
"Rathbone_BaconRind_1_5_long_1","3","1",0,0
"Rathbone_BaconRind_1_5_long_1","3","2",0,0
"Rathbone_BaconRind_1_5_long_1","3","3",0,0
"Rathbone_BaconRind_1_5_long_1","4","1",0,0
"Rathbone_BaconRind_1_5_long_1","4","2",0,0
"Rathbone_BaconRind_1_5_long_1","4","3",0,0
"Rathbone_BaconRind_1_5_long_1","5","1",0,0
"Rathbone_BaconRind_1_5_long_1","5","2",0,0
"Rathbone_BaconRind_1_5_long_1","5","3",0,0
"Hellroaring_Buffalo_3_2_short_0","1","1",0.1,0.9
"Hellroaring_Buffalo_3_2_short_0","1","2",0,0
"Hellroaring_Buffalo_3_2_short_0","1","3",0,0
"Hellroaring_Buffalo_3_2_short_0","2","1",0,0.8
"Hellroaring_Buffalo_3_2_short_0","2","2",0,0
"Hellroaring_Buffalo_3_2_short_0","2","3",0,0
"Hellroaring_Buffalo_3_2_short_0","3","1",0,0
"Hellroaring_Buffalo_3_2_short_0","3","2",0.3,1.6
"Hellroaring_Buffalo_3_2_short_0","3","3",0.1,2.2
"Hellroaring_Buffalo_3_2_short_0","4","1",0,0
"Hellroaring_Buffalo_3_2_short_0","4","2",0,0
"Hellroaring_Buffalo_3_2_short_0","4","3",0,0
"Hellroaring_Buffalo_3_2_short_0","5","1",0,0
"Hellroaring_Buffalo_3_2_short_0","5","2",1.9,1.7
"Hellroaring_Buffalo_3_2_short_0","5","3",0.3,0
"Hellroaring_Buffalo_3_2_long_1","1","1",1.7,2.8
"Hellroaring_Buffalo_3_2_long_1","1","2",0,2.1
"Hellroaring_Buffalo_3_2_long_1","1","3",1.4,2.2
"Hellroaring_Buffalo_3_2_long_1","2","1",0,0
"Hellroaring_Buffalo_3_2_long_1","2","2",0,0
"Hellroaring_Buffalo_3_2_long_1","2","3",0,0
"Hellroaring_Buffalo_3_2_long_1","3","1",0,0
"Hellroaring_Buffalo_3_2_long_1","3","2",0,3.8
"Hellroaring_Buffalo_3_2_long_1","3","3",0,0
"Hellroaring_Buffalo_3_2_long_1","4","1",0.3,0
"Hellroaring_Buffalo_3_2_long_1","4","2",0.9,0
"Hellroaring_Buffalo_3_2_long_1","4","3",0,0
"Hellroaring_Buffalo_3_2_long_1","5","1",1.8,2.5
"Hellroaring_Buffalo_3_2_long_1","5","2",1.6,1.7
"Hellroaring_Buffalo_3_2_long_1","5","3",0,0
"IronMtn_Derby_1_1_short_0","1","1",0.4,0
"IronMtn_Derby_1_1_short_0","1","2",0,0
"IronMtn_Derby_1_1_short_0","1","3",0,0
"IronMtn_Derby_1_1_short_0","2","1",1.7,2.3
"IronMtn_Derby_1_1_short_0","2","2",2.4,0
"IronMtn_Derby_1_1_short_0","2","3",0.9,1.6
"IronMtn_Derby_1_1_short_0","3","1",0.3,0
"IronMtn_Derby_1_1_short_0","3","2",0,0
"IronMtn_Derby_1_1_short_0","3","3",0,0
"IronMtn_Derby_1_1_short_0","4","1",0,0
"IronMtn_Derby_1_1_short_0","4","2",0,0
"IronMtn_Derby_1_1_short_0","4","3",0,0
"IronMtn_Derby_1_1_short_0","5","1",0.2,0
"IronMtn_Derby_1_1_short_0","5","2",0,0
"IronMtn_Derby_1_1_short_0","5","3",0.5,0
"IronMtn_Derby_1_1_long_1","1","1",0,0
"IronMtn_Derby_1_1_long_1","1","2",1.7,0
"IronMtn_Derby_1_1_long_1","1","3",3.7,3.6
"IronMtn_Derby_1_1_long_1","2","1",0.1,0
"IronMtn_Derby_1_1_long_1","2","2",3.4,0
"IronMtn_Derby_1_1_long_1","2","3",0,0
"IronMtn_Derby_1_1_long_1","3","1",0.4,0
"IronMtn_Derby_1_1_long_1","3","2",0,0
"IronMtn_Derby_1_1_long_1","3","3",1.2,7.4
"IronMtn_Derby_1_1_long_1","4","1",2,2.1
"IronMtn_Derby_1_1_long_1","4","2",2.1,1.8
"IronMtn_Derby_1_1_long_1","4","3",1.4,3
"IronMtn_Derby_1_1_long_1","5","1",0.1,0
"IronMtn_Derby_1_1_long_1","5","2",0.4,0
"IronMtn_Derby_1_1_long_1","5","3",0,0
"IronMtn_Derby_1_5_short_0","1","1",0,0
"IronMtn_Derby_1_5_short_0","1","2",0,0
"IronMtn_Derby_1_5_short_0","1","3",0.4,2.4
"IronMtn_Derby_1_5_short_0","2","1",1.4,0
"IronMtn_Derby_1_5_short_0","2","2",0.3,0
"IronMtn_Derby_1_5_short_0","2","3",0.7,0
"IronMtn_Derby_1_5_short_0","3","1",0.1,0
"IronMtn_Derby_1_5_short_0","3","2",0,0
"IronMtn_Derby_1_5_short_0","3","3",0,0
"IronMtn_Derby_1_5_short_0","4","1",0,0
"IronMtn_Derby_1_5_short_0","4","2",0.1,0.3
"IronMtn_Derby_1_5_short_0","4","3",0,0
"IronMtn_Derby_1_5_short_0","5","1",0,0
"IronMtn_Derby_1_5_short_0","5","2",0,0
"IronMtn_Derby_1_5_short_0","5","3",0,0
"IronMtn_Derby_1_5_long_2","1","1",1.2,0
"IronMtn_Derby_1_5_long_2","1","2",0.5,0.3
"IronMtn_Derby_1_5_long_2","1","3",1.6,0
"IronMtn_Derby_1_5_long_2","2","1",1.8,0
"IronMtn_Derby_1_5_long_2","2","2",1.2,0.6
"IronMtn_Derby_1_5_long_2","2","3",0,0
"IronMtn_Derby_1_5_long_2","3","1",0.2,0.8
"IronMtn_Derby_1_5_long_2","3","2",2.1,2.6
"IronMtn_Derby_1_5_long_2","3","3",1.8,0
"IronMtn_Derby_1_5_long_2","4","1",1.2,0.6
"IronMtn_Derby_1_5_long_2","4","2",0.7,0
"IronMtn_Derby_1_5_long_2","4","3",3.1,0
"IronMtn_Derby_1_5_long_2","5","1",1.8,0
"IronMtn_Derby_1_5_long_2","5","2",2,2.3
"IronMtn_Derby_1_5_long_2","5","3",1.7,0
"Mystic_BearpawBay_1_1_short_0","2","1",0,0
"Mystic_BearpawBay_1_1_short_0","2","2",0,0
"Mystic_BearpawBay_1_1_short_0","2","3",0,0
"Mystic_BearpawBay_1_1_short_0","3","1",0,0
"Mystic_BearpawBay_1_1_short_0","3","2",0,0
"Mystic_BearpawBay_1_1_short_0","3","3",0,0
"Mystic_BearpawBay_1_1_short_0","4","1",0.5,0
"Mystic_BearpawBay_1_1_short_0","4","2",0,0
"Mystic_BearpawBay_1_1_short_0","4","3",0,0
"Mystic_BearpawBay_1_1_short_0","6","1",0,0
"Mystic_BearpawBay_1_1_short_0","6","2",0,0
"Mystic_BearpawBay_1_1_short_0","6","3",0,0
"Mystic_BearpawBay_1_1_short_0","7","1",0,0
"Mystic_BearpawBay_1_1_short_0","7","2",0,0
"Mystic_BearpawBay_1_1_short_0","7","3",0,0
"Mystic_BearpawBay_1_1_long_1","2","1",0,0
"Mystic_BearpawBay_1_1_long_1","2","2",0,0
"Mystic_BearpawBay_1_1_long_1","2","3",0.5,0
"Mystic_BearpawBay_1_1_long_1","3","1",0.5,0
"Mystic_BearpawBay_1_1_long_1","3","2",1.5,0
"Mystic_BearpawBay_1_1_long_1","3","3",2.5,0
"Mystic_BearpawBay_1_1_long_1","4","1",0,0
"Mystic_BearpawBay_1_1_long_1","4","2",0,0
"Mystic_BearpawBay_1_1_long_1","4","3",0.5,0
"Mystic_BearpawBay_1_1_long_1","6","1",0,0
"Mystic_BearpawBay_1_1_long_1","6","2",0,0
"Mystic_BearpawBay_1_1_long_1","6","3",0,0
"Mystic_BearpawBay_1_1_long_1","7","1",0,0
"Mystic_BearpawBay_1_1_long_1","7","2",0.5,0
"Mystic_BearpawBay_1_1_long_1","7","3",1,0
